	data	label
42545	[-1.  1. -1. ...  0.  0.  0.]	22
42546	[ 1. -1.  1. ...  0.  0.  0.]	41
42547	[-1. -1.  1. ...  1. -1.  1.]	83
42548	[ 1. -1.  1. ...  0.  0.  0.]	5
42549	[1. 1. 1. ... 0. 0. 0.]	52
42550	[-1.  1.  1. ...  0.  0.  0.]	35
42551	[-1.  1. -1. ...  0.  0.  0.]	26
42552	[ 1. -1.  1. ...  1. -1. -1.]	45
42553	[ 1. -1.  1. ...  0.  0.  0.]	15
42554	[ 1. -1. -1. ...  0.  0.  0.]	16
42555	[-1.  1. -1. ...  0.  0.  0.]	81
42556	[-1. -1.  1. ...  0.  0.  0.]	92
42557	[ 1.  1. -1. ...  0.  0.  0.]	26
42558	[-1. -1.  1. ...  1.  1.  1.]	49
42559	[ 1. -1.  1. ... -1. -1. -1.]	20
42560	[ 1. -1.  1. ...  0.  0.  0.]	54
42561	[ 1. -1. -1. ...  0.  0.  0.]	61
42562	[-1.  1. -1. ...  0.  0.  0.]	25
42563	[-1. -1.  1. ...  0.  0.  0.]	87
42564	[1. 1. 1. ... 0. 0. 0.]	2
42565	[ 1.  1. -1. ...  0.  0.  0.]	31
42566	[ 1. -1.  1. ...  0.  0.  0.]	77
42567	[ 1. -1. -1. ...  0.  0.  0.]	12
42568	[ 1.  1. -1. ... -1. -1. -1.]	60
42569	[-1.  1.  1. ... -1. -1. -1.]	67
42570	[ 1.  1. -1. ...  0.  0.  0.]	18
42571	[ 1. -1. -1. ...  0.  0.  0.]	7
42572	[1. 1. 1. ... 0. 0. 0.]	38
42573	[ 1. -1. -1. ...  0.  0.  0.]	15
42574	[-1.  1.  1. ... -1. -1. -1.]	52
42575	[-1. -1.  1. ...  0.  0.  0.]	62
42576	[ 1. -1.  1. ...  0.  0.  0.]	6
42577	[-1.  1.  1. ...  0.  0.  0.]	40
42578	[-1. -1.  1. ...  0.  0.  0.]	38
42579	[-1. -1. -1. ...  0.  0.  0.]	81
42580	[ 1.  1. -1. ...  0.  0.  0.]	24
42581	[-1.  1.  1. ...  0.  0.  0.]	68
42582	[-1. -1.  1. ...  0.  0.  0.]	26
42583	[ 1.  1. -1. ...  0.  0.  0.]	40
42584	[-1.  1.  1. ...  0.  0.  0.]	90
42585	[-1.  1.  1. ...  1. -1. -1.]	52
42586	[ 1.  1. -1. ...  0.  0.  0.]	26
42587	[ 1.  1.  1. ... -1. -1. -1.]	49
42588	[-1.  1. -1. ... -1. -1. -1.]	13
42589	[-1.  1.  1. ... -1. -1. -1.]	48
42590	[ 1.  1. -1. ...  0.  0.  0.]	43
42591	[ 1. -1.  1. ...  0.  0.  0.]	74
42592	[-1. -1.  1. ...  0.  0.  0.]	71
42593	[1. 1. 1. ... 0. 0. 0.]	81
42594	[-1.  1. -1. ... -1. -1. -1.]	44
42595	[-1.  1. -1. ...  0.  0.  0.]	70
42596	[ 1. -1. -1. ... -1. -1. -1.]	67
42597	[ 1.  1. -1. ...  0.  0.  0.]	19
42598	[-1.  1. -1. ...  0.  0.  0.]	65
42599	[-1.  1. -1. ...  0.  0.  0.]	64
42600	[-1.  1.  1. ...  0.  0.  0.]	18
42601	[ 1. -1.  1. ...  0.  0.  0.]	55
42602	[ 1.  1. -1. ...  0.  0.  0.]	72
42603	[ 1. -1. -1. ...  0.  0.  0.]	84
42604	[ 1.  1. -1. ...  0.  0.  0.]	81
42605	[ 1. -1.  1. ...  0.  0.  0.]	36
42606	[1. 1. 1. ... 0. 0. 0.]	89
42607	[-1. -1.  1. ...  0.  0.  0.]	76
42608	[-1.  1. -1. ... -1. -1. -1.]	48
42609	[-1. -1. -1. ...  0.  0.  0.]	92
42610	[ 1. -1.  1. ... -1. -1. -1.]	13
42611	[-1.  1. -1. ... -1. -1. -1.]	47
42612	[ 1.  1. -1. ...  0.  0.  0.]	59
42613	[ 1.  1. -1. ...  0.  0.  0.]	34
42614	[ 1. -1.  1. ...  0.  0.  0.]	71
42615	[ 1.  1. -1. ...  0.  0.  0.]	74
42616	[ 1. -1.  1. ...  0.  0.  0.]	9
42617	[ 1.  1. -1. ...  0.  0.  0.]	19
42618	[ 1.  1. -1. ...  1. -1. -1.]	49
42619	[ 1. -1. -1. ...  0.  0.  0.]	56
42620	[ 1.  1. -1. ...  0.  0.  0.]	15
42621	[-1. -1.  1. ...  0.  0.  0.]	86
42622	[-1.  1.  1. ...  0.  0.  0.]	72
42623	[ 1. -1.  1. ...  0.  0.  0.]	34
42624	[ 1. -1. -1. ...  0.  0.  0.]	28
42625	[ 1. -1. -1. ...  0.  0.  0.]	18
42626	[1. 1. 1. ... 0. 0. 0.]	75
42627	[1. 1. 1. ... 0. 0. 0.]	81
42628	[ 1. -1.  1. ...  0.  0.  0.]	23
42629	[ 1. -1. -1. ...  0.  0.  0.]	55
42630	[-1.  1.  1. ...  0.  0.  0.]	28
42631	[ 1.  1. -1. ... -1. -1. -1.]	47
42632	[ 1.  1. -1. ...  0.  0.  0.]	71
42633	[ 1. -1.  1. ...  0.  0.  0.]	90
42634	[ 1. -1.  1. ... -1. -1. -1.]	29
42635	[-1.  1. -1. ...  0.  0.  0.]	82
42636	[ 1.  1. -1. ...  0.  0.  0.]	59
42637	[ 1.  1. -1. ... -1. -1. -1.]	47
42638	[ 1.  1. -1. ...  0.  0.  0.]	19
42639	[ 1.  1. -1. ...  0.  0.  0.]	83
42640	[-1.  1.  1. ...  0.  0.  0.]	19
42641	[-1.  1.  1. ...  0.  0.  0.]	50
42642	[ 1.  1. -1. ...  0.  0.  0.]	1
42643	[ 1. -1. -1. ...  0.  0.  0.]	16
42644	[ 1.  1.  1. ... -1. -1. -1.]	91
42645	[ 1. -1.  1. ... -1.  1. -1.]	52
42646	[ 1. -1.  1. ...  0.  0.  0.]	9
42647	[ 1. -1.  1. ...  0.  0.  0.]	37
42648	[ 1. -1.  1. ...  0.  0.  0.]	64
42649	[ 1. -1.  1. ... -1. -1.  1.]	72
42650	[1. 1. 1. ... 0. 0. 0.]	81
42651	[ 1. -1. -1. ...  0.  0.  0.]	59
42652	[-1. -1.  1. ...  0.  0.  0.]	78
42653	[1. 1. 1. ... 0. 0. 0.]	55
42654	[-1.  1.  1. ...  0.  0.  0.]	84
42655	[ 1. -1.  1. ...  0.  0.  0.]	84
42656	[ 1. -1. -1. ...  0.  0.  0.]	28
42657	[-1.  1. -1. ...  0.  0.  0.]	87
42658	[-1.  1.  1. ...  0.  0.  0.]	76
42659	[-1.  1.  1. ...  1. -1. -1.]	49
42660	[-1.  1. -1. ...  0.  0.  0.]	14
42661	[-1.  1. -1. ...  0.  0.  0.]	71
42662	[ 1. -1.  1. ...  0.  0.  0.]	9
42663	[ 1. -1.  1. ...  0.  0.  0.]	16
42664	[-1.  1. -1. ...  0.  0.  0.]	36
42665	[-1. -1. -1. ...  0.  0.  0.]	76
42666	[ 1.  1. -1. ...  1.  1. -1.]	20
42667	[-1. -1.  1. ...  0.  0.  0.]	65
42668	[ 1. -1.  1. ...  0.  0.  0.]	9
42669	[ 1. -1. -1. ...  0.  0.  0.]	18
42670	[-1.  1. -1. ...  0.  0.  0.]	55
42671	[ 1.  1. -1. ...  0.  0.  0.]	81
42672	[-1. -1. -1. ...  0.  0.  0.]	50
42673	[-1.  1.  1. ...  0.  0.  0.]	88
42674	[ 1.  1.  1. ... -1. -1. -1.]	47
42675	[-1.  1.  1. ...  0.  0.  0.]	94
42676	[-1. -1.  1. ... -1. -1.  1.]	21
42677	[-1.  1.  1. ... -1. -1. -1.]	49
42678	[-1.  1. -1. ...  0.  0.  0.]	43
42679	[ 1.  1. -1. ... -1. -1. -1.]	48
42680	[-1.  1.  1. ... -1. -1. -1.]	73
42681	[ 1. -1.  1. ...  0.  0.  0.]	14
42682	[-1.  1.  1. ...  0.  0.  0.]	26
42683	[1. 1. 1. ... 0. 0. 0.]	24
42684	[ 1.  1. -1. ...  0.  0.  0.]	93
42685	[-1. -1.  1. ...  0.  0.  0.]	24
42686	[ 1. -1. -1. ...  0.  0.  0.]	46
42687	[ 1. -1.  1. ...  0.  0.  0.]	68
42688	[-1. -1. -1. ... -1. -1. -1.]	83
42689	[ 1.  1. -1. ...  0.  0.  0.]	36
42690	[-1. -1. -1. ...  0.  0.  0.]	41
42691	[-1.  1. -1. ...  0.  0.  0.]	23
42692	[ 1. -1.  1. ...  0.  0.  0.]	47
42693	[-1.  1. -1. ... -1. -1. -1.]	29
42694	[ 1. -1.  1. ...  0.  0.  0.]	46
42695	[ 1.  1. -1. ...  0.  0.  0.]	53
42696	[-1. -1.  1. ...  0.  0.  0.]	22
42697	[ 1. -1.  1. ... -1. -1. -1.]	73
42698	[-1. -1. -1. ... -1. -1. -1.]	85
42699	[ 1. -1.  1. ... -1. -1. -1.]	21
42700	[ 1. -1.  1. ...  0.  0.  0.]	40
42701	[ 1. -1.  1. ...  0.  0.  0.]	14
42702	[ 1. -1.  1. ...  0.  0.  0.]	26
42703	[ 1. -1.  1. ...  0.  0.  0.]	16
42704	[1. 1. 1. ... 0. 0. 0.]	61
42705	[-1.  1. -1. ...  0.  0.  0.]	31
42706	[ 1. -1. -1. ...  0.  0.  0.]	16
42707	[-1.  1. -1. ... -1. -1. -1.]	47
42708	[-1.  1.  1. ...  0.  0.  0.]	28
42709	[ 1. -1. -1. ...  0.  0.  0.]	76
42710	[-1. -1.  1. ...  0.  0.  0.]	55
42711	[ 1. -1. -1. ...  0.  0.  0.]	93
42712	[ 1. -1.  1. ...  0.  0.  0.]	7
42713	[ 1. -1.  1. ...  1.  1.  1.]	10
42714	[ 1.  1.  1. ... -1. -1. -1.]	83
42715	[ 1. -1. -1. ...  0.  0.  0.]	3
42716	[-1.  1. -1. ... -1. -1. -1.]	33
42717	[-1.  1.  1. ... -1. -1.  1.]	42
42718	[1. 1. 1. ... 0. 0. 0.]	93
42719	[-1.  1. -1. ...  0.  0.  0.]	81
42720	[ 1. -1. -1. ... -1.  1. -1.]	21
42721	[-1. -1.  1. ...  0.  0.  0.]	92
42722	[-1.  1. -1. ...  0.  0.  0.]	34
42723	[ 1. -1.  1. ... -1. -1. -1.]	47
42724	[ 1. -1.  1. ...  1.  1. -1.]	44
42725	[ 1.  1. -1. ... -1. -1. -1.]	13
42726	[-1. -1.  1. ...  0.  0.  0.]	37
42727	[-1.  1. -1. ...  0.  0.  0.]	93
42728	[ 1. -1.  1. ...  0.  0.  0.]	68
42729	[-1.  1. -1. ... -1. -1. -1.]	17
42730	[1. 1. 1. ... 0. 0. 0.]	70
42731	[ 1.  1. -1. ...  0.  0.  0.]	61
42732	[ 1.  1. -1. ... -1. -1. -1.]	58
42733	[-1.  1.  1. ...  0.  0.  0.]	53
42734	[-1.  1.  1. ... -1. -1. -1.]	85
42735	[-1.  1.  1. ...  0.  0.  0.]	37
42736	[ 1.  1. -1. ...  0.  0.  0.]	84
42737	[ 1.  1. -1. ...  0.  0.  0.]	78
42738	[-1.  1.  1. ...  0.  0.  0.]	7
42739	[ 1. -1.  1. ...  0.  0.  0.]	16
42740	[ 1.  1.  1. ... -1. -1. -1.]	47
42741	[-1. -1.  1. ...  0.  0.  0.]	93
42742	[ 1. -1. -1. ...  0.  0.  0.]	17
42743	[ 1. -1.  1. ...  0.  0.  0.]	1
42744	[ 1. -1. -1. ...  0.  0.  0.]	11
42745	[ 1. -1.  1. ...  0.  0.  0.]	15
42746	[-1.  1.  1. ...  0.  0.  0.]	75
42747	[1. 1. 1. ... 0. 0. 0.]	73
42748	[ 1. -1.  1. ...  0.  0.  0.]	54
42749	[ 1. -1.  1. ...  0.  0.  0.]	30
42750	[-1.  1. -1. ...  0.  0.  0.]	17
42751	[ 1. -1. -1. ...  0.  0.  0.]	86
42752	[ 1. -1. -1. ...  0.  0.  0.]	86
42753	[-1. -1.  1. ...  0.  0.  0.]	86
42754	[ 1. -1.  1. ...  0.  0.  0.]	43
42755	[-1.  1.  1. ...  0.  0.  0.]	41
42756	[1. 1. 1. ... 0. 0. 0.]	33
42757	[ 1. -1.  1. ...  0.  0.  0.]	50
42758	[1. 1. 1. ... 0. 0. 0.]	51
42759	[ 1.  1. -1. ...  0.  0.  0.]	82
42760	[-1.  1. -1. ...  0.  0.  0.]	40
42761	[-1.  1.  1. ... -1. -1. -1.]	60
42762	[-1. -1.  1. ...  0.  0.  0.]	94
42763	[-1. -1.  1. ...  0.  0.  0.]	16
42764	[1. 1. 1. ... 0. 0. 0.]	77
42765	[-1.  1.  1. ...  0.  0.  0.]	62
42766	[-1. -1.  1. ...  0.  0.  0.]	64
42767	[ 1. -1.  1. ...  0.  0.  0.]	1
42768	[ 1.  1. -1. ...  0.  0.  0.]	61
42769	[-1. -1. -1. ...  0.  0.  0.]	72
42770	[-1.  1. -1. ...  0.  0.  0.]	51
42771	[ 1. -1.  1. ... -1. -1. -1.]	48
42772	[-1.  1. -1. ...  0.  0.  0.]	25
42773	[ 1. -1.  1. ...  0.  0.  0.]	1
42774	[ 1. -1.  1. ...  0.  0.  0.]	4
42775	[ 1.  1. -1. ...  0.  0.  0.]	24
42776	[ 1. -1.  1. ...  0.  0.  0.]	32
42777	[-1.  1. -1. ...  0.  0.  0.]	84
42778	[ 1. -1. -1. ...  0.  0.  0.]	31
42779	[ 1. -1.  1. ...  0.  0.  0.]	32
42780	[ 1.  1. -1. ...  0.  0.  0.]	94
42781	[ 1.  1. -1. ... -1. -1.  1.]	72
42782	[1. 1. 1. ... 0. 0. 0.]	22
42783	[-1.  1. -1. ...  0.  0.  0.]	67
42784	[ 1. -1.  1. ...  0.  0.  0.]	35
42785	[-1.  1.  1. ... -1. -1. -1.]	54
42786	[ 1. -1.  1. ...  0.  0.  0.]	6
42787	[ 1. -1. -1. ...  0.  0.  0.]	25
42788	[-1.  1.  1. ...  0.  0.  0.]	83
42789	[ 1.  1. -1. ...  0.  0.  0.]	24
42790	[-1.  1.  1. ...  0.  0.  0.]	82
42791	[-1.  1.  1. ...  0.  0.  0.]	25
42792	[1. 1. 1. ... 0. 0. 0.]	89
42793	[ 1. -1.  1. ...  0.  0.  0.]	67
42794	[ 1. -1. -1. ...  0.  0.  0.]	59
42795	[-1.  1.  1. ...  0.  0.  0.]	50
42796	[-1.  1.  1. ...  0.  0.  0.]	93
42797	[-1. -1.  1. ...  1. -1. -1.]	56
42798	[ 1.  1. -1. ...  0.  0.  0.]	17
42799	[ 1. -1. -1. ...  0.  0.  0.]	1
42800	[-1.  1.  1. ...  0.  0.  0.]	57
42801	[-1.  1.  1. ...  0.  0.  0.]	86
42802	[ 1. -1. -1. ...  0.  0.  0.]	8
42803	[-1.  1. -1. ... -1. -1. -1.]	80
42804	[-1. -1.  1. ...  0.  0.  0.]	94
42805	[ 1. -1. -1. ...  0.  0.  0.]	11
42806	[-1.  1. -1. ... -1. -1. -1.]	45
42807	[ 1. -1.  1. ... -1. -1. -1.]	44
42808	[-1.  1. -1. ... -1. -1. -1.]	80
42809	[ 1. -1. -1. ... -1. -1. -1.]	83
42810	[-1.  1.  1. ...  0.  0.  0.]	64
42811	[ 1. -1.  1. ...  0.  0.  0.]	0
42812	[ 1.  1. -1. ...  0.  0.  0.]	28
42813	[ 1. -1.  1. ...  0.  0.  0.]	24
42814	[ 1. -1.  1. ...  0.  0.  0.]	57
42815	[ 1. -1.  1. ...  0.  0.  0.]	14
42816	[ 1.  1. -1. ...  0.  0.  0.]	16
42817	[ 1. -1. -1. ...  0.  0.  0.]	46
42818	[ 1. -1.  1. ... -1. -1. -1.]	58
42819	[ 1.  1. -1. ...  0.  0.  0.]	51
42820	[-1.  1.  1. ... -1. -1. -1.]	44
42821	[-1.  1. -1. ...  0.  0.  0.]	71
42822	[ 1.  1. -1. ...  0.  0.  0.]	23
42823	[-1.  1. -1. ...  0.  0.  0.]	15
42824	[ 1. -1.  1. ...  0.  0.  0.]	12
42825	[ 1. -1.  1. ...  0.  0.  0.]	42
42826	[-1. -1. -1. ...  0.  0.  0.]	88
42827	[ 1. -1.  1. ... -1. -1.  1.]	47
42828	[ 1. -1. -1. ... -1. -1. -1.]	10
42829	[-1.  1.  1. ...  0.  0.  0.]	59
42830	[1. 1. 1. ... 0. 0. 0.]	70
42831	[-1.  1. -1. ...  0.  0.  0.]	28
42832	[ 1. -1.  1. ...  0.  0.  0.]	24
42833	[ 1. -1.  1. ...  0.  0.  0.]	10
42834	[-1.  1. -1. ...  0.  0.  0.]	42
42835	[ 1.  1. -1. ... -1. -1. -1.]	60
42836	[-1.  1. -1. ...  1. -1. -1.]	21
42837	[ 1. -1.  1. ...  0.  0.  0.]	28
42838	[-1.  1. -1. ... -1. -1. -1.]	67
42839	[ 1. -1.  1. ...  0.  0.  0.]	22
42840	[ 1. -1.  1. ...  0.  0.  0.]	39
42841	[ 1. -1. -1. ...  0.  0.  0.]	1
42842	[-1.  1.  1. ...  0.  0.  0.]	27
42843	[ 1.  1. -1. ...  0.  0.  0.]	24
42844	[-1.  1. -1. ...  0.  0.  0.]	35
42845	[ 1. -1. -1. ...  0.  0.  0.]	77
42846	[ 1. -1. -1. ...  0.  0.  0.]	88
42847	[ 1. -1.  1. ...  0.  0.  0.]	11
42848	[ 1. -1.  1. ...  0.  0.  0.]	77
42849	[ 1.  1. -1. ...  0.  0.  0.]	24
42850	[ 1.  1.  1. ... -1. -1. -1.]	58
42851	[ 1. -1.  1. ...  0.  0.  0.]	64
42852	[-1. -1.  1. ...  0.  0.  0.]	22
42853	[ 1. -1.  1. ...  0.  0.  0.]	34
42854	[ 1.  1. -1. ... -1. -1. -1.]	44
42855	[ 1.  1. -1. ...  0.  0.  0.]	76
42856	[1. 1. 1. ... 0. 0. 0.]	8
42857	[-1.  1.  1. ...  0.  0.  0.]	36
42858	[ 1.  1.  1. ...  1. -1. -1.]	68
42859	[ 1. -1.  1. ...  0.  0.  0.]	71
42860	[-1.  1. -1. ...  0.  0.  0.]	70
42861	[-1.  1.  1. ...  0.  0.  0.]	58
42862	[ 1. -1.  1. ...  0.  0.  0.]	12
42863	[ 1. -1.  1. ...  0.  0.  0.]	84
42864	[ 1. -1. -1. ... -1. -1. -1.]	83
42865	[-1.  1. -1. ...  0.  0.  0.]	14
42866	[-1.  1.  1. ...  0.  0.  0.]	51
42867	[ 1.  1. -1. ...  0.  0.  0.]	72
42868	[ 1.  1. -1. ...  0.  0.  0.]	22
42869	[-1. -1.  1. ...  0.  0.  0.]	40
42870	[-1.  1.  1. ...  0.  0.  0.]	84
42871	[ 1.  1. -1. ...  0.  0.  0.]	79
42872	[ 1.  1.  1. ... -1. -1. -1.]	45
42873	[ 1. -1.  1. ...  0.  0.  0.]	18
42874	[ 1.  1. -1. ...  0.  0.  0.]	10
42875	[-1.  1.  1. ...  0.  0.  0.]	28
42876	[1. 1. 1. ... 0. 0. 0.]	35
42877	[-1. -1.  1. ...  0.  0.  0.]	74
42878	[ 1. -1. -1. ...  0.  0.  0.]	16
42879	[-1. -1.  1. ...  0.  0.  0.]	46
42880	[-1.  1.  1. ... -1. -1. -1.]	33
42881	[1. 1. 1. ... 0. 0. 0.]	35
42882	[1. 1. 1. ... 0. 0. 0.]	43
42883	[-1.  1. -1. ...  0.  0.  0.]	23
42884	[-1. -1. -1. ...  0.  0.  0.]	93
42885	[-1. -1. -1. ...  0.  0.  0.]	55
42886	[-1.  1.  1. ...  0.  0.  0.]	42
42887	[-1. -1.  1. ...  0.  0.  0.]	16
42888	[-1. -1.  1. ...  0.  0.  0.]	77
42889	[ 1. -1. -1. ...  0.  0.  0.]	88
42890	[ 1. -1.  1. ...  0.  0.  0.]	32
42891	[-1. -1.  1. ...  0.  0.  0.]	72
42892	[ 1. -1. -1. ...  0.  0.  0.]	18
42893	[-1.  1.  1. ...  1.  1.  1.]	85
42894	[ 1. -1. -1. ...  0.  0.  0.]	94
42895	[ 1.  1. -1. ...  0.  0.  0.]	39
42896	[ 1.  1. -1. ...  0.  0.  0.]	29
42897	[ 1. -1. -1. ...  0.  0.  0.]	16
42898	[-1.  1.  1. ...  0.  0.  0.]	36
42899	[ 1. -1. -1. ...  0.  0.  0.]	42
42900	[1. 1. 1. ... 0. 0. 0.]	90
42901	[ 1. -1.  1. ...  0.  0.  0.]	7
42902	[ 1.  1. -1. ...  0.  0.  0.]	79
42903	[1. 1. 1. ... 0. 0. 0.]	23
42904	[-1.  1.  1. ... -1. -1.  1.]	83
42905	[-1.  1. -1. ... -1. -1. -1.]	58
42906	[-1.  1.  1. ...  0.  0.  0.]	31
42907	[-1. -1. -1. ...  0.  0.  0.]	54
42908	[ 1. -1. -1. ...  0.  0.  0.]	75
42909	[ 1.  1. -1. ...  0.  0.  0.]	88
42910	[-1.  1. -1. ...  0.  0.  0.]	59
42911	[-1.  1. -1. ...  0.  0.  0.]	9
42912	[ 1.  1. -1. ... -1. -1.  1.]	60
42913	[ 1. -1. -1. ...  0.  0.  0.]	9
42914	[-1.  1.  1. ...  0.  0.  0.]	15
42915	[1. 1. 1. ... 0. 0. 0.]	82
42916	[ 1.  1. -1. ...  0.  0.  0.]	35
42917	[-1. -1. -1. ...  0.  0.  0.]	34
42918	[-1. -1. -1. ...  1. -1. -1.]	58
42919	[-1.  1.  1. ...  0.  0.  0.]	82
42920	[ 1. -1. -1. ...  0.  0.  0.]	55
42921	[ 1. -1.  1. ... -1. -1. -1.]	48
42922	[-1. -1.  1. ...  0.  0.  0.]	68
42923	[-1.  1.  1. ...  0.  0.  0.]	43
42924	[-1.  1.  1. ... -1. -1. -1.]	52
42925	[ 1. -1. -1. ...  0.  0.  0.]	11
42926	[-1.  1.  1. ...  0.  0.  0.]	23
42927	[ 1. -1. -1. ...  0.  0.  0.]	39
42928	[-1.  1. -1. ...  0.  0.  0.]	74
42929	[ 1. -1. -1. ...  0.  0.  0.]	15
42930	[ 1. -1. -1. ...  0.  0.  0.]	17
42931	[ 1. -1.  1. ...  0.  0.  0.]	27
42932	[-1. -1.  1. ...  0.  0.  0.]	77
42933	[ 1.  1. -1. ...  0.  0.  0.]	36
42934	[ 1. -1.  1. ...  0.  0.  0.]	20
42935	[-1. -1. -1. ...  0.  0.  0.]	76
42936	[ 1. -1. -1. ...  0.  0.  0.]	84
42937	[-1. -1.  1. ...  0.  0.  0.]	66
42938	[-1.  1.  1. ...  0.  0.  0.]	54
42939	[ 1.  1. -1. ...  0.  0.  0.]	62
42940	[ 1. -1.  1. ...  0.  0.  0.]	79
42941	[-1.  1.  1. ...  0.  0.  0.]	82
42942	[-1. -1.  1. ...  0.  0.  0.]	66
42943	[ 1. -1.  1. ...  0.  0.  0.]	1
42944	[-1. -1. -1. ...  0.  0.  0.]	94
42945	[ 1. -1.  1. ... -1. -1. -1.]	48
42946	[-1.  1. -1. ...  0.  0.  0.]	5
42947	[ 1.  1.  1. ... -1. -1. -1.]	91
42948	[ 1. -1.  1. ...  0.  0.  0.]	51
42949	[-1.  1.  1. ... -1. -1. -1.]	58
42950	[-1.  1. -1. ...  0.  0.  0.]	19
42951	[ 1.  1. -1. ...  0.  0.  0.]	72
42952	[ 1. -1.  1. ...  1. -1. -1.]	83
42953	[-1. -1.  1. ...  0.  0.  0.]	62
42954	[-1.  1.  1. ...  0.  0.  0.]	53
42955	[ 1. -1.  1. ...  1.  1.  1.]	24
42956	[-1.  1.  1. ...  0.  0.  0.]	46
42957	[ 1. -1. -1. ...  0.  0.  0.]	0
42958	[-1.  1.  1. ...  0.  0.  0.]	23
42959	[ 1. -1.  1. ...  0.  0.  0.]	62
42960	[ 1. -1.  1. ...  0.  0.  0.]	6
42961	[ 1.  1.  1. ... -1. -1. -1.]	49
42962	[-1. -1. -1. ... -1. -1. -1.]	69
42963	[-1.  1. -1. ...  0.  0.  0.]	62
42964	[-1.  1. -1. ...  0.  0.  0.]	57
42965	[ 1. -1. -1. ...  0.  0.  0.]	68
42966	[-1. -1.  1. ... -1. -1. -1.]	20
42967	[-1.  1.  1. ...  0.  0.  0.]	76
42968	[-1.  1. -1. ...  0.  0.  0.]	36
42969	[1. 1. 1. ... 0. 0. 0.]	34
42970	[ 1. -1.  1. ...  0.  0.  0.]	92
42971	[-1.  1. -1. ...  0.  0.  0.]	31
42972	[-1.  1.  1. ...  0.  0.  0.]	72
42973	[ 1. -1. -1. ...  0.  0.  0.]	27
42974	[-1.  1. -1. ... -1. -1. -1.]	85
42975	[ 1. -1. -1. ...  0.  0.  0.]	14
42976	[ 1. -1.  1. ... -1. -1. -1.]	52
42977	[ 1. -1.  1. ...  0.  0.  0.]	14
42978	[-1.  1.  1. ...  0.  0.  0.]	6
42979	[ 1. -1. -1. ...  0.  0.  0.]	89
42980	[1. 1. 1. ... 0. 0. 0.]	62
42981	[ 1. -1.  1. ...  1. -1. -1.]	49
42982	[ 1.  1. -1. ...  0.  0.  0.]	42
42983	[ 1. -1.  1. ...  0.  0.  0.]	14
42984	[ 1. -1.  1. ...  0.  0.  0.]	26
42985	[ 1. -1.  1. ...  0.  0.  0.]	75
42986	[-1. -1.  1. ... -1. -1. -1.]	67
42987	[-1. -1.  1. ...  1.  1.  1.]	45
42988	[ 1. -1.  1. ...  0.  0.  0.]	82
42989	[-1.  1.  1. ...  0.  0.  0.]	86
42990	[-1.  1.  1. ...  0.  0.  0.]	38
42991	[-1.  1. -1. ...  0.  0.  0.]	31
42992	[-1.  1.  1. ... -1. -1. -1.]	29
42993	[ 1.  1. -1. ...  0.  0.  0.]	89
42994	[ 1. -1.  1. ... -1. -1. -1.]	13
42995	[ 1.  1. -1. ...  0.  0.  0.]	7
42996	[ 1. -1. -1. ...  0.  0.  0.]	5
42997	[ 1.  1. -1. ...  0.  0.  0.]	81
42998	[1. 1. 1. ... 0. 0. 0.]	89
42999	[ 1.  1.  1. ... -1. -1.  1.]	44
43000	[ 1.  1. -1. ...  0.  0.  0.]	70
43001	[ 1. -1.  1. ... -1. -1.  1.]	10
43002	[ 1. -1.  1. ... -1. -1. -1.]	45
43003	[1. 1. 1. ... 0. 0. 0.]	66
43004	[ 1. -1.  1. ...  0.  0.  0.]	92
43005	[-1.  1.  1. ...  0.  0.  0.]	64
43006	[-1.  1. -1. ...  0.  0.  0.]	19
43007	[ 1. -1.  1. ...  0.  0.  0.]	27
43008	[ 1. -1. -1. ...  0.  0.  0.]	29
43009	[ 1.  1. -1. ...  0.  0.  0.]	86
43010	[-1.  1. -1. ...  0.  0.  0.]	16
43011	[ 1. -1. -1. ...  0.  0.  0.]	86
43012	[-1. -1.  1. ... -1. -1. -1.]	69
43013	[ 1.  1. -1. ...  0.  0.  0.]	24
43014	[-1.  1.  1. ...  0.  0.  0.]	78
43015	[-1.  1.  1. ...  1. -1. -1.]	44
43016	[-1.  1. -1. ...  0.  0.  0.]	93
43017	[ 1.  1.  1. ...  1. -1.  1.]	69
43018	[-1. -1. -1. ...  0.  0.  0.]	89
43019	[ 1. -1.  1. ...  0.  0.  0.]	0
43020	[-1.  1.  1. ...  0.  0.  0.]	54
43021	[-1. -1. -1. ...  0.  0.  0.]	81
43022	[-1.  1. -1. ...  0.  0.  0.]	16
43023	[ 1.  1. -1. ...  0.  0.  0.]	8
43024	[-1.  1. -1. ...  0.  0.  0.]	37
43025	[-1.  1.  1. ...  0.  0.  0.]	86
43026	[ 1. -1. -1. ...  0.  0.  0.]	11
43027	[-1.  1. -1. ...  0.  0.  0.]	23
43028	[-1. -1.  1. ...  0.  0.  0.]	79
43029	[-1.  1.  1. ...  0.  0.  0.]	84
43030	[-1.  1.  1. ...  0.  0.  0.]	43
43031	[ 1.  1. -1. ...  0.  0.  0.]	19
43032	[-1.  1. -1. ...  0.  0.  0.]	42
43033	[-1.  1. -1. ...  0.  0.  0.]	16
43034	[ 1.  1. -1. ...  0.  0.  0.]	65
43035	[ 1. -1.  1. ...  0.  0.  0.]	71
